,rank,year,movie,wwbox_office,dombox_office,internationalbox_office,url,genre,production_companies,inflation_rank,infl_gross_box_office,actors,directors,main,number_of_stars,director_main,number_of_directors,production_companies_main,number_of_production_companies
458,459,2021,Black Widow,316355841.0,156255841.0,160100000.0,/movie/Black-Widow-(2021),Action,['Marvel-Studios'],743,156255841.0,"['Scarlett Johansson', 'Florence Pugh', 'Rachel Weisz']",['Cate Shortland'],Scarlett Johansson,3,Cate Shortland,1,Marvel-Studios,1
459,460,1984,Beverly Hills Cop,316300000.0,234760478.0,81539522.0,/movie/Beverly-Hills-Cop,Comedy,"['Don-Simpson', 'Jerry-Bruckheimer', 'Eddie-Murphy-Production']",26,620904179.0,['Eddie Murphy'],['Martin Brest'],Eddie Murphy,1,Martin Brest,1,Don-Simpson,3
460,461,2009,Disneyâs A Christmas Carol,315709697.0,137855863.0,177853834.0,/movie/Disneys-A-Christmas-Carol,Drama,"['ImageMovers', 'Walt-Disney-Pictures']",668,168343094.0,['Jim Carrey'],['Robert Zemeckis'],Jim Carrey,1,Robert Zemeckis,1,ImageMovers,2
461,462,1997,Air Force One,315268353.0,172956409.0,142311944.0,/movie/Air-Force-One,Action,"['Beacon-Pictures', 'Columbia-Pictures']",158,345138926.0,[],[],,0,,0,Beacon-Pictures,2
462,463,2009,The Proposal,314709717.0,163958031.0,150751686.0,/movie/Proposal-The,Romantic-Comedy,"['Touchstone-Pictures', 'Mandeville-Films']",486,200247410.0,"['Sandra Bullock', 'Ryan Reynolds']",['Anne Fletcher'],Sandra Bullock,2,Anne Fletcher,1,Touchstone-Pictures,2
463,464,1997,As Good as it Gets,314111923.0,148478011.0,165633912.0,/movie/As-Good-as-it-Gets,Romantic-Comedy,['Gracie-Films'],232,291759722.0,['Jack Nicholson'],['James L. Brooks'],Jack Nicholson,1,James L. Brooks,1,Gracie-Films,1
464,465,2016,Resident Evil: The Final Chapter,314101190.0,26844692.0,287256498.0,/movie/Resident-Evil-The-Final-Chapter,Horror,"['Screen-Gems', 'Constantin-Film', 'Davis-Films', 'Impact-Pictures']",,,['Milla Jovovich'],['Paul W.S. Anderson'],Milla Jovovich,1,Paul W.S. Anderson,1,Screen-Gems,4
465,466,2012,Battleship,313477717.0,65233400.0,248244317.0,/movie/Battleship,Action,"['Universal-Pictures', 'Hasbro-Studios', 'Bluegrass-Films', 'Film-44']",,,"['Taylor Kitsch', 'Alexander SkarsgÃ¥rd', 'Rihanna']",['Peter Berg'],Taylor Kitsch,3,Peter Berg,1,Universal-Pictures,4
466,467,2019,Knives Out,312952178.0,165364060.0,147588118.0,/movie/Knives-Out-(2019),Drama,"['Lionsgate', 'MRC', 'T-Street']",682,165364060.0,"['Daniel Craig', 'Chris Evans', 'Ana de Armas']",['Rian Johnson'],Daniel Craig,3,Rian Johnson,1,Lionsgate,3
467,468,2017,Wonder,312755215.0,132422809.0,180332406.0,/movie/Wonder-(2017),Drama,"['Participant-Media', 'Walden-Media', 'Mandeville-Films', 'Lionsgate']",906,135057266.0,"['Jacob Tremblay', 'Julia Roberts', 'Owen Wilson']",['Stephen Chbosky'],Jacob Tremblay,3,Stephen Chbosky,1,Participant-Media,4
468,469,2004,The Polar Express,312719437.0,188578855.0,124140582.0,/movie/Polar-Express-The,Adventure,"['Playtone', 'ImageMovers', 'Golden-Mean', 'Castle-Rock-Entertainment', 'Shangri-La-Entertainment']",277,271065010.0,['Tom Hanks'],['Robert Zemeckis'],Tom Hanks,1,Robert Zemeckis,1,Playtone,5
469,470,1999,Austin Powers: The Spy Who Shagged Me,312383487.0,206040085.0,106343402.0,/movie/Austin-Powers-The-Spy-Who-Shagged-Me,Comedy,"['Eric-s-Boy', 'Moving-Pictures', 'Team-Todd']",132,371521090.0,"['Mike Myers', 'Heather Graham']",['Jay Roach'],Mike Myers,2,Jay Roach,1,Eric-s-Boy,3
470,471,2012,The Expendables 2,311979256.0,85028192.0,226951064.0,/movie/Expendables-2-The,Action,"['Lionsgate', 'Millennium-Films', 'Nu-Image']",,,"['Sylvester Stallone', 'Jason Statham', 'Jet Li']",['Simon West'],Sylvester Stallone,3,Simon West,1,Lionsgate,3
471,472,2007,Ocean's Thirteen,311744465.0,117144465.0,194600000.0,/movie/Oceans-Thirteen,Adventure,['Warner-Bros'],747,155965589.0,[],[],,0,,0,Warner-Bros,1
472,473,2015,The SpongeBob Movie: Sponge Out of Water,311013181.0,162994032.0,148019149.0,/movie/SpongeBob-Movie-Sponge-Out-of-Water-The,Adventure,['United-Plankton-Pictures'],602,177108573.0,"['Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass']",['Paul Tibbitt'],Tom Kenny,3,Paul Tibbitt,1,United-Plankton-Pictures,1
473,474,2004,The Bourne Supremacy,311001124.0,176087450.0,134913674.0,/movie/Bourne-Supremacy-The,Thriller-or-Suspense,"['Kennedy-Marshall-Company-The', 'Ludlum-Entertainment']",309,259736069.0,['Matt Damon'],['Paul Greengrass'],Matt Damon,1,Paul Greengrass,1,Kennedy-Marshall-Company-The,2
474,475,2010,Little Fockers,310650574.0,148438600.0,162211974.0,/movie/Little-Fockers,Comedy,"['Everyman-Pictures', 'Tribeca-Film', 'Relativity-Media']",636,172063190.0,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson']",['Paul Weitz'],Robert De Niro,3,Paul Weitz,1,Everyman-Pictures,3
475,476,2017,The Lego Batman Movie,310570560.0,175750384.0,134820176.0,/movie/Lego-Batman-Movie-The,Adventure,"['Warner-Bros', 'Lego-Systems-A-S', 'Lin-Pictures', 'Lord-Miller', 'Vertigo-Entertainment', 'Warner-Animation-Group']",587,179473080.0,['Will Arnett'],['Chris McKay'],Will Arnett,1,Chris McKay,1,Warner-Bros,6
476,477,2015,Maze Runner: The Scorch Trials,310566162.0,81697192.0,228868970.0,/movie/Maze-Runner-The-Scorch-Trials,Action,"['Gotham-Group', 'Temple-Hill-Entertainment']",,,"['Dylan Oâ\x80\x99Brien', 'Kaya Scodelario', 'Thomas Brodie-Sangster']",['Wes Ball'],Dylan OâBrien,3,Wes Ball,1,Gotham-Group,2
477,478,2016,The Conjuring 2: The Enfield Poltergeist,310201399.0,102470008.0,207731391.0,/movie/Conjuring-2-The-Enfield-Poltergeist-The,Horror,"['New-Line-Cinema', 'Safran-Company-The', 'Atomic-Monster', 'RatPac-Entertainment', 'Dune-Vision']",,,"['Vera Farmiga', 'Patrick Wilson', 'Frances Oâ\x80\x99Connor']",['James Wan'],Vera Farmiga,3,James Wan,1,New-Line-Cinema,5
478,479,1999,Runaway Bride,310138178.0,152257509.0,157880669.0,/movie/Runaway-Bride,Romantic-Comedy,"['Paramount-Pictures', 'Touchstone-Pictures', 'Interscope-Films', 'Lakeshore-Entertainment']",270,274533188.0,[],[],,0,,0,Paramount-Pictures,4
479,480,2005,Chicken Little,310043823.0,135386665.0,174657158.0,/movie/Chicken-Little,Adventure,['Walt-Disney-Animation-Studios'],513,193364733.0,[],[],,0,,0,Walt-Disney-Animation-Studios,1
480,481,1996,Ransom,308700000.0,136492681.0,172207319.0,/movie/Ransom,Action,['Touchstone-Pictures'],247,282306006.0,[],[],,0,,0,Touchstone-Pictures,1
481,482,2017,Qian Ren 3: Yan Zhi Da Zuo Zhan,307547824.0,837791.0,306710033.0,/movie/Qian-Ren-3-Yan-Zhi-Da-Zuo-Zhan-(China),Comedy,['Nan'],,,[],['Tian Yusheng'],,0,Tian Yusheng,1,Nan,1
482,483,2006,The Pursuit of Happyness,307311093.0,162586036.0,144725057.0,/movie/Pursuit-of-Happyness-The,Drama,"['Columbia-Pictures', 'Relativity-Media', 'Overbrook-Entertainment', 'Escape-Artists']",398,223067535.0,"['Will Smith', 'Jaden Smith']",['Gabriele Muccino'],Will Smith,2,Gabriele Muccino,1,Columbia-Pictures,4
483,484,2014,The Fault in Our Stars,307166834.0,124872350.0,182294484.0,/movie/Fault-in-Our-Stars-The,Drama,['20th-Century-Fox'],869,140003757.0,"['Shailene Woodley', 'Ansel Elgort']",['Josh Boone'],Shailene Woodley,2,Josh Boone,1,20th-Century-Fox,1
484,485,2012,Rise of the Guardians,306900902.0,103412758.0,203488144.0,/movie/Rise-of-the-Guardians,Adventure,"['DreamWorks-Animation', 'Christina-Steinberg']",,,"['Alec Baldwin', 'Jude Law', 'Hugh Jackman']",['Peter Ramsey'],Alec Baldwin,3,Peter Ramsey,1,DreamWorks-Animation,2
485,486,2002,Chicago,306770545.0,170687518.0,136083027.0,/movie/Chicago,Musical,['Producer-Circle-Company'],308,259818087.0,"['Catherine Zeta-Jones', 'RenÃ©e Zellweger', 'Richard Gere']",['Rob Marshall'],Catherine Zeta-Jones,3,Rob Marshall,1,Producer-Circle-Company,1
486,487,2009,The Blind Side,305705794.0,255959475.0,49746319.0,/movie/Blind-Side-The,Drama,"['Alcon-Entertainment', 'Gil-Netter-Productions']",205,309745263.0,['Sandra Bullock'],['John Lee Hancock'],Sandra Bullock,1,John Lee Hancock,1,Alcon-Entertainment,2
487,488,2017,Annabelle: Creation,305384865.0,102092201.0,203292664.0,/movie/Annabelle-Creation,Horror,"['New-Line-Cinema', 'Atomic-Monster', 'Safran-Company-The', 'RatPac-Entertainment', 'Dune-Entertainment']",,,"['Stephanie Sigman', 'Talitha Bateman', 'Anthony LaPaglia']",['David F. Sandberg'],Stephanie Sigman,3,David F. Sandberg,1,New-Line-Cinema,5
488,489,2012,Wrath of the Titans,305270083.0,83670083.0,221600000.0,/movie/Wrath-of-the-Titans,Adventure,"['Warner-Bros', 'Legendary-Pictures', 'Furia-de-Titanes-II-AIE', 'Thunder-Road-Film', 'Cott-Productions']",,,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']",['Jonathan Liebesman'],Sam Worthington,3,Jonathan Liebesman,1,Warner-Bros,5
489,490,2016,Dangal,305149461.0,12391761.0,292757700.0,/movie/Dangal-(India),Action,['Aamir-Khan-Productions'],,,['Aamir Khan'],['Nitesh Tiwari'],Aamir Khan,1,Nitesh Tiwari,1,Aamir-Khan-Productions,1
490,491,2020,Sonic The Hedgehog,304962094.0,146066470.0,158895624.0,/movie/Sonic-The-Hedgehog-(Japan)-(2020),Adventure,"['Marza-Animation-Planet', 'Original-Film', 'Blur-Studio', 'Hedgehog-Films-Inc', 'Sega-Sammy-Group', 'Paramount-Pictures']",819,146066470.0,"['Ben Schwartz', 'Jim Carrey']",['Jeff Fowler'],Ben Schwartz,2,Jeff Fowler,1,Marza-Animation-Planet,6
491,492,2018,Skyscraper,304868961.0,68420120.0,236448841.0,/movie/Skyscraper,Action,"['Legendary-Pictures', 'Seven-Bucks-Productions', 'Flynn-Picture-Company', 'Universal-Pictures']",,,['Dwayne Johnson'],['Rawson Marshall Thurber'],Dwayne Johnson,1,Rawson Marshall Thurber,1,Legendary-Pictures,4
492,493,2013,A Good Day to Die Hard,304249198.0,67349198.0,236900000.0,/movie/Die-Hard-5,Action,"['20th-Century-Fox', 'TSG-Entertainment', 'Giant-Pictures']",,,"['Bruce Willis', 'Jai Courtney', 'Yulia Snigir']",['John Moore'],Bruce Willis,3,John Moore,1,20th-Century-Fox,3
493,494,1996,101 Dalmatians,304200000.0,136189294.0,168010706.0,/movie/101-Dalmatians-(1996),Adventure,['Nan'],250,281133655.0,[],[],,0,,0,Nan,1
494,495,1998,Mulan,303500000.0,120620254.0,182879746.0,/movie/Mulan-(1998),Adventure,['Nan'],358,235582413.0,[],[],,0,,0,Nan,1
495,496,1997,Liar Liar,302710615.0,181410615.0,121300000.0,/movie/Liar-Liar,Comedy,"['Universal-Pictures', 'Imagine-Entertainment']",143,362030762.0,[],[],,0,,0,Universal-Pictures,2
496,497,2009,G.I. Joe: The Rise of Cobra,302469017.0,150201498.0,152267519.0,/movie/GI-Joe-The-Rise-of-Cobra,Action,"['di-Bonaventura-Pictures', 'Paramount-Pictures', 'Spyglass-Entertainment', 'Hasbro-Studios']",563,183446093.0,"['Adewale Akinnuoye-Agbaje', 'Christopher Eccleston', 'Joseph Gordon-Levitt']",['Stephen Sommers'],Adewale Akinnuoye-Agbaje,3,Stephen Sommers,1,di-Bonaventura-Pictures,4
497,498,2016,Passengers,302239672.0,100014699.0,202224973.0,/movie/Passengers-(2016),Thriller-or-Suspense,"['Columbia-Pictures', 'LStar-Capital', 'Village-Roadshow-Productions', 'Wanda-Media', 'Original-Film', 'Company-Films', 'Start-Motion-Pictures']",,,"['Jennifer Lawrence', 'Chris Pratt']",['Morten Tyldum'],Jennifer Lawrence,2,Morten Tyldum,1,Columbia-Pictures,7
498,499,1991,Hook,300854823.0,119654823.0,181200000.0,/movie/Hook,Adventure,['Tri-Star-Pictures'],306,261217781.0,"['Dustin Hoffman', 'Robin Williams', 'Julia Roberts']",['Steven Spielberg'],Dustin Hoffman,3,Steven Spielberg,1,Tri-Star-Pictures,1
499,500,1985,Rambo: First Blood Part II,300400000.0,150415432.0,149984568.0,/movie/Rambo-First-Blood-Part-II,Action,"['Anabasis-Investments', 'Tri-Star-Pictures']",113,388114183.0,[],[],,0,,0,Anabasis-Investments,2
500,501,1985,Rocky IV,300373716.0,127873716.0,172500000.0,/movie/Rocky-IV,Drama,['Nan'],183,327463249.0,['Sylvester Stallone'],['Sylvester Stallone'],Sylvester Stallone,1,Sylvester Stallone,1,Nan,1
501,502,1978,Superman,300200000.0,134218018.0,165981982.0,/movie/Superman,Adventure,"['Warner-Bros', 'Dovemead-Ltd']",52,500665970.0,['Christopher Reeve'],['Richard Donner'],Christopher Reeve,1,Richard Donner,1,Warner-Bros,2
502,503,2004,Van Helsing,300150546.0,120150546.0,180000000.0,/movie/Van-Helsing,Action,['Sommers-Company'],601,177226892.0,['Hugh Jackman'],['Stephen Sommers'],Hugh Jackman,1,Stephen Sommers,1,Sommers-Company,1
503,504,2008,Horton Hears a Who,299477886.0,154529439.0,144948447.0,/movie/Horton-Hears-a-Who,Adventure,"['20th-Century-Fox-Animation', 'Blue-Sky-Studios']",497,197143407.0,[],[],,0,,0,20th-Century-Fox-Animation,2
504,505,2010,Shutter Island,299461782.0,128012934.0,171448848.0,/movie/Shutter-Island,Thriller-or-Suspense,"['Phoenix-Pictures', 'Sikelia-Productions', 'Appian-Way']",798,148618307.0,['Leonardo DiCaprio'],['Martin Scorsese'],Leonardo DiCaprio,1,Martin Scorsese,1,Phoenix-Pictures,3
505,506,1997,My Best Friend's Wedding,298923419.0,126813153.0,172110266.0,/movie/My-Best-Friends-Wedding,Comedy,"['Jerry-Zucker', 'Predawn']",324,253072159.0,[],[],,0,,0,Jerry-Zucker,2
506,507,1999,Stuart Little,298815224.0,140015224.0,158800000.0,/movie/Stuart-Little,Adventure,"['Douglas-Wick', 'Franklin-Waterman', 'Columbia-Pictures']",338,246182539.0,[],[],,0,,0,Douglas-Wick,3
507,508,2018,Oceanâs 8,297718711.0,140218711.0,157500000.0,/movie/Oceans-8-(2018),Action,"['Warner-Bros', 'Village-Roadshow-Productions', 'Rahway-Road']",861,140988302.0,"['Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway']",['Gary Ross'],Sandra Bullock,3,Gary Ross,1,Warner-Bros,3
508,509,1989,Look Who's Talking,297100000.0,140088813.0,157011187.0,/movie/Look-Whos-Talking,Comedy,['MCEG'],193,319145053.0,[],[],,0,,0,MCEG,1
509,510,2000,X-Men,296872367.0,157299717.0,139572650.0,/movie/X-Men-(2000),Action,"['20th-Century-Fox', 'Marvel-Studios', 'Donners-Company', 'Bad-Hat-Harry-Productions']",290,267321959.0,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",['Bryan Singer'],Patrick Stewart,3,Bryan Singer,1,20th-Century-Fox,4
510,511,2002,Austin Powers in Goldmember,296338663.0,213117789.0,83220874.0,/movie/Austin-Powers-in-Goldmember,Comedy,"['Gratitude-International', 'Team-Todd']",176,335999810.0,"['Mike Myers', 'BeyoncÃ© Knowles', 'Michael Caine']",['Jay Roach'],Mike Myers,3,Jay Roach,1,Gratitude-International,2
511,512,2016,Miss Peregrineâs Home for Peculiar Ch…,295986876.0,87242834.0,208744042.0,/movie/Miss-Peregrines-Home-for-Peculiar-Children,Adventure,"['Twentieth-Century-Fox', 'Chernin-Entertainment', 'Big-Screen-Prods', 'TSG-Entertainment']",,,"['Eva Green', 'Asa Butterfield', ""Chris O'Dowd""]",['Tim Burton'],Eva Green,3,Tim Burton,1,Twentieth-Century-Fox,4
512,513,2010,Resident Evil: Afterlife,295874190.0,60128566.0,235745624.0,/movie/Resident-Evil-Afterlife,Horror,"['Impact-Pictures', 'Davis-Films', 'Constantin-Film']",,,['Milla Jovovich'],['Paul W.S. Anderson'],Milla Jovovich,1,Paul W.S. Anderson,1,Impact-Pictures,3
513,514,1984,Ghostbusters,295211811.0,242212467.0,52999344.0,/movie/Ghostbusters-(1984),Comedy,['Columbia-Pictures'],25,626039046.0,"['Bill Murray', 'Dan Aykroyd', 'Harold Ramis']",['Ivan Reitman'],Bill Murray,3,Ivan Reitman,1,Columbia-Pictures,1
514,515,2015,The Divergent Series: Insurgent,295075882.0,130179072.0,164896810.0,/movie/Divergent-Series-Insurgent-The,Action,"['Summit-Entertainment', 'Red-Wagon-Entertainment', 'Mandeville-Films']",854,141451990.0,"['Shailene Woodley', 'Theo James']",['Robert Schwentke'],Shailene Woodley,2,Robert Schwentke,1,Summit-Entertainment,3
515,516,2010,Sex and the City 2,294680778.0,95347692.0,199333086.0,/movie/Sex-and-the-City-2,Comedy,"['New-Line-Cinema', 'HBO-Films', 'Village-Roadshow-Productions', 'Darren-Star']",,,"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis']",['Michael Patrick King'],Sarah Jessica Parker,3,Michael Patrick King,1,New-Line-Cinema,4
516,517,1998,Doctor Dolittle,294156605.0,144156605.0,150000000.0,/movie/Doctor-Dolittle-(1998),Adventure,['Davis-Entertainment'],249,281550847.0,['Eddie Murphy'],['Betty Thomas'],Eddie Murphy,1,Betty Thomas,1,Davis-Entertainment,1
517,518,2009,G-Force,292817841.0,119436770.0,173381071.0,/movie/G-Force,Adventure,"['Jerry-Bruckheimer', 'Walt-Disney-Pictures']",821,145872111.0,"['Nicolas Cage', 'Sam Rockwell', 'PenÃ©lope Cruz']",['Hoyt H. Yeatman'],Nicolas Cage,3,Hoyt H. Yeatman,1,Jerry-Bruckheimer,2
518,519,2018,Pacific Rim: Uprising,290930148.0,59874525.0,231055623.0,/movie/Pacific-Rim-Uprising,Action,"['Legendary-Pictures', 'UpperRoom-Entertainment-Limited', 'Double-Dare-You', 'Universal-Pictures']",,,['John Boyega'],['Steven S. DeKnight'],John Boyega,1,Steven S. DeKnight,1,Legendary-Pictures,4
519,520,1999,The Green Mile,290701374.0,136801374.0,153900000.0,/movie/Green-Mile-The,Drama,"['Castle-Rock-Entertainment', 'Darkwoods']",350,240438587.0,"['Tom Hanks', 'Michael Clarke Duncan']",['Frank Darabont'],Tom Hanks,2,Frank Darabont,1,Castle-Rock-Entertainment,2
520,521,2010,Salt,290650494.0,118311368.0,172339126.0,/movie/Salt,Thriller-or-Suspense,"['Columbia-Pictures', 'Relativity-Media', 'di-Bonaventura-Pictures']",890,137355153.0,['Angelina Jolie'],['Phillip Noyce'],Angelina Jolie,1,Phillip Noyce,1,Columbia-Pictures,3
521,522,2017,Ferdinand,289838913.0,84410380.0,205428533.0,/movie/Ferdinand,Adventure,"['Blue-Sky-Studios', '20th-Century-Fox-Animation', 'Davis-Entertainment']",,,"['John Cena', 'Kate McKinnon', 'Gina Rodriguez']",['Carlos Saldanha'],John Cena,3,Carlos Saldanha,1,Blue-Sky-Studios,3
522,523,2006,The Departed,289660619.0,132384315.0,157276304.0,/movie/Departed-The-(2006),Drama,"['Initial-Entertainment-Group', 'Plan-B-Entertainment', 'Vertigo-Films', 'Media-Asia-Films']",557,184329327.0,[],[],,0,,0,Initial-Entertainment-Group,4
523,524,2011,Bridesmaids,289632023.0,169211718.0,120420305.0,/movie/Bridesmaids,Comedy,"['Universal-Pictures', 'Relativity-Media']",503,195457674.0,"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne']",['Paul Feig'],Kristen Wiig,3,Paul Feig,1,Universal-Pictures,2
524,525,2007,Fantastic Four: Rise of the Silver Su…,289480691.0,131921738.0,157558953.0,/movie/Fantastic-Four-Rise-of-the-Silver-Surfer,Action,"['20th-Century-Fox', 'Constance-Marks-Productions', 'Marvel-Studios', '1492-Pictures', 'Bernd-Eichinger']",611,175639986.0,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans']",['Tim Story'],Ioan Gruffudd,3,Tim Story,1,20th-Century-Fox,5
525,526,1988,Coming to America,288800000.0,128152301.0,160647699.0,/movie/Coming-to-America,Comedy,"['Eddie-Murphy-Production', 'Paramount-Pictures']",240,285614369.0,['Eddie Murphy'],['John Landis'],Eddie Murphy,1,John Landis,1,Eddie-Murphy-Production,2
526,527,2000,What Lies Beneath,288693989.0,155464351.0,133229638.0,/movie/What-Lies-Beneath,Thriller-or-Suspense,"['DreamWorks-Pictures', '20th-Century-Fox', 'ImageMovers']",299,264202860.0,[],[],,0,,0,DreamWorks-Pictures,3
527,528,2013,Oblivion,287916633.0,89107235.0,198809398.0,/movie/Oblivion-(2013),Thriller-or-Suspense,"['Universal-Pictures', 'Relativity-Media', 'Chernin-Entertainment', 'Monolith-Pictures', 'Radical-Studios']",,,"['Tom Cruise', 'Morgan Freeman']",['Joseph Kosinski'],Tom Cruise,2,Joseph Kosinski,1,Universal-Pictures,5
528,529,2007,Bee Movie,287594577.0,126631277.0,160963300.0,/movie/Bee-Movie,Adventure,"['DreamWorks-Animation', 'Columbus-81-Productions']",665,168478753.0,"['Jerry Seinfeld', 'RenÃ©e Zellweger']",['Steve Hickner'],Jerry Seinfeld,2,Steve Hickner,1,DreamWorks-Animation,2
529,530,2015,Pitch Perfect 2,287215196.0,184296230.0,102918966.0,/movie/Pitch-Perfect-2,Comedy,"['Gold-Circle-Films', 'Brownstone']",485,200255453.0,"['Anna Kendrick', 'Rebel Wilson', 'Anna Camp']",['Elizabeth Banks'],Anna Kendrick,3,Elizabeth Banks,1,Gold-Circle-Films,2
530,531,2013,Turbo,286896578.0,83028130.0,203868448.0,/movie/Turbo,Adventure,"['DreamWorks-Animation', 'Lisa-Stewart']",,,"['Ryan Reynolds', 'Snoop Dogg', 'Maya Rudolph']",['David Soren'],Ryan Reynolds,3,David Soren,1,DreamWorks-Animation,2
531,532,2001,American Pie 2,286500000.0,145096820.0,141403180.0,/movie/American-Pie-2,Comedy,['Nan'],359,234820997.0,[],[],,0,,0,Nan,1
532,533,1965,The Sound of Music,286214195.0,163214286.0,122999909.0,/movie/Sound-of-Music-The,Musical,['Nan'],,,['Julie Andrews'],['Robert Wise'],Julie Andrews,1,Robert Wise,1,Nan,1
533,534,2013,Elysium,286192091.0,93050117.0,193141974.0,/movie/Elysium,Action,"['Tri-Star-Pictures', 'Media-Rights-Capital', 'QED-International', 'Alphacore', 'Kinberg-Genre']",,,['Matt Damon'],['Neill Blomkamp'],Matt Damon,1,Neill Blomkamp,1,Tri-Star-Pictures,5
534,535,1998,Lethal Weapon 4,285400000.0,130444603.0,154955397.0,/movie/Lethal-Weapon-4,Action,['Nan'],317,254770268.0,[],[],,0,,0,Nan,1
535,536,2005,Wedding Crashers,283218368.0,209218368.0,74000000.0,/movie/Wedding-Crashers,Comedy,['Tapestry-Films'],220,298976629.0,"['Owen Wilson', 'Vince Vaughn']",['David Dobkin'],Owen Wilson,2,David Dobkin,1,Tapestry-Films,1
536,537,1994,Speed,283200000.0,121248145.0,161951855.0,/movie/Speed,Action,['20th-Century-Fox'],276,272213967.0,"['Keanu Reeves', 'Sandra Bullock']",['Jan De Bont'],Keanu Reeves,2,Jan De Bont,1,20th-Century-Fox,1
537,538,2012,John Carter,282778100.0,73058679.0,209719421.0,/movie/John-Carter-of-Mars,Adventure,"['Walt-Disney-Pictures', 'Jim-Morris']",,,['Taylor Kitsch'],['Andrew Stanton'],Taylor Kitsch,1,Andrew Stanton,1,Walt-Disney-Pictures,2
538,539,1977,Saturday Night Fever,282400000.0,139486124.0,142913876.0,/movie/Saturday-Night-Fever,Drama,['Nan'],31,572626692.0,[],[],,0,,0,Nan,1
539,540,1995,Casper,282300000.0,100328194.0,181971806.0,/movie/Casper,Comedy,"['Amblin-Entertainment', 'Universal-Pictures', 'Harvey-Entertainment-Company-The']",440,211265800.0,"['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty']",['Brad Silberling'],Christina Ricci,3,Brad Silberling,1,Amblin-Entertainment,3
540,541,2012,The Bourne Legacy,280355920.0,113203870.0,167152050.0,/movie/Bourne-Legacy-The,Thriller-or-Suspense,"['Universal-Pictures', 'Relativity-Media', 'Kennedy-Marshall-Company-The']",944,130269774.0,['Jeremy Renner'],['Tony Gilroy'],Jeremy Renner,1,Tony Gilroy,1,Universal-Pictures,3
541,542,1998,Shakespeare in Love,279500000.0,100317794.0,179182206.0,/movie/Shakespeare-in-Love,Romantic-Comedy,"['Miramax-Films', 'Universal-Pictures', 'Bedford-Falls-Company-The']",570,182310701.0,[],[],,0,,0,Miramax-Films,3
542,543,2017,Split,278754594.0,138141585.0,140613009.0,/movie/Split-(2017),Horror,"['Blumhouse', 'Universal-Pictures', 'Blinding-Edge-Pictures']",859,141067655.0,['James McAvoy'],['M. Night Shyamalan'],James McAvoy,1,M. Night Shyamalan,1,Blumhouse,3
543,544,2010,The Tourist,278731369.0,67631157.0,211100212.0,/movie/Tourist-The,Thriller-or-Suspense,"['StudioCanal', 'Birnbaum-Barber', 'GK-Films', 'Spyglass-Entertainment']",,,"['Johnny Depp', 'Angelina Jolie']",['Florian Henckel von Donnersmarck'],Johnny Depp,2,Florian Henckel von Donnersmarck,1,StudioCanal,4
544,545,2001,Bridget Jones's Diary,277902373.0,71500556.0,206401817.0,/movie/Bridget-Joness-Diary,Romantic-Comedy,['Working-Title-Films'],,,[],[],,0,,0,Working-Title-Films,1
545,546,2000,Scary Movie,277200000.0,157019771.0,120180229.0,/movie/Scary-Movie,Comedy,"['Wayans-Brothers-Entertainment', 'Gold-Miller', 'Brad-Grey']",294,266846207.0,[],[],,0,,0,Wayans-Brothers-Entertainment,3
546,547,2016,Alice Through the Looking Glass,276928112.0,77042381.0,199885731.0,/movie/Alice-Through-the-Looking-Glass,Adventure,"['Walt-Disney-Pictures', 'Roth-Films', 'Team-Todd', 'Tim-Burton']",,,"['Johnny Depp', 'Anne Hathaway', 'Mia Wasikowska']",['James Bobin'],Johnny Depp,3,James Bobin,1,Walt-Disney-Pictures,4
547,548,1987,Beverly Hills Cop II,276665036.0,153665036.0,123000000.0,/movie/Beverly-Hills-Cop-II,Comedy,['Nan'],147,359992763.0,[],[],,0,,0,Nan,1
548,549,2002,Scooby-Doo,276294164.0,153294164.0,123000000.0,/movie/Scooby-Doo,Adventure,['Mosaic-Media'],347,241682359.0,[],[],,0,,0,Mosaic-Media,1
549,550,2014,Divergent,276014965.0,150947895.0,125067070.0,/movie/Divergent,Adventure,['Red-Wagon-Entertainment'],659,169239006.0,"['Shailene Woodley', 'Theo James']",['Neil Burger'],Shailene Woodley,2,Neil Burger,1,Red-Wagon-Entertainment,1
550,551,1991,The Silence of the Lambs,275726716.0,130726716.0,145000000.0,/movie/Silence-of-the-Lambs-The,Horror,['Orion-Pictures'],243,284431520.0,"['Jodie Foster', 'Anthony Hopkins']",['Jonathan Demme'],Jodie Foster,2,Jonathan Demme,1,Orion-Pictures,1
551,552,2008,Gran Torino,274543085.0,148095302.0,126447783.0,/movie/Gran-Torino,Drama,"['Warner-Bros', 'Village-Roadshow-Productions', 'Double-Nickel-Entertainment', 'Malpaso-Productions']",574,181408286.0,[],[],,0,,0,Warner-Bros,4
